121	1937	Apr 12, 2016 11:29:23 AM
252	FORBES	Apr 12, 2016 11:31:22 AM
A134	FORBES	Apr 12, 2016 11:32:32 AM
A135	FORBES	Apr 12, 2016 11:35:16 AM
122	DODGEOSBORN	Apr 12, 2016 11:36:40 AM
253	FORBES	Apr 12, 2016 11:39:48 AM
A252	FORBES	Apr 12, 2016 11:40:17 AM
A250	FORBES	Apr 12, 2016 11:40:20 AM
101	GAUSS	Apr 12, 2016 11:47:45 AM
A136	FORBES	Apr 12, 2016 11:49:15 AM
235	FORBES	Apr 12, 2016 11:49:27 AM
A242	FORBES	Apr 12, 2016 11:50:52 AM
216	1937	Apr 12, 2016 11:55:46 AM
217	FORBES	Apr 12, 2016 11:57:11 AM
A256	FORBES	Apr 12, 2016 11:58:33 AM
263	FORBES	Apr 12, 2016 11:58:58 AM
121	DODGEOSBORN	Apr 12, 2016 11:59:23 AM
401	FEINBERG	Apr 12, 2016 12:00:03 PM
133	1927	Apr 12, 2016 12:05:47 PM
A254	FORBES	Apr 12, 2016 12:06:31 PM
201	DODGEOSBORN	Apr 12, 2016 12:08:06 PM
A266	FORBES	Apr 12, 2016 12:11:45 PM
A260	FORBES	Apr 12, 2016 12:12:19 PM
A261	FORBES	Apr 12, 2016 12:12:21 PM
A263	FORBES	Apr 12, 2016 12:12:56 PM
234	FORBES	Apr 12, 2016 12:14:17 PM
A249	FORBES	Apr 12, 2016 12:14:54 PM
205	1937	Apr 12, 2016 12:16:06 PM
402	FEINBERG	Apr 12, 2016 12:16:41 PM
112	1938	Apr 12, 2016 12:16:48 PM
215	1937	Apr 12, 2016 12:18:12 PM
216	FORBES	Apr 12, 2016 12:21:03 PM
A245	FORBES	Apr 12, 2016 12:22:16 PM
237	FORBES	Apr 12, 2016 12:23:18 PM
213	1938	Apr 12, 2016 12:23:30 PM
114	1938	Apr 12, 2016 12:23:35 PM
216	DODGEOSBORN	Apr 12, 2016 12:26:41 PM
105	1937	Apr 12, 2016 12:30:09 PM
131	GAUSS	Apr 12, 2016 12:30:20 PM
134	GAUSS	Apr 12, 2016 12:31:54 PM
A125	FORBES	Apr 12, 2016 12:32:25 PM
A145	FORBES	Apr 12, 2016 12:36:29 PM
211	1938	Apr 12, 2016 12:39:23 PM
113	GAUSS	Apr 12, 2016 12:43:31 PM
223	DODGEOSBORN	Apr 12, 2016 12:44:09 PM
239	FORBES	Apr 12, 2016 12:45:08 PM
206	FORBES	Apr 12, 2016 12:46:02 PM
221	FORBES	Apr 12, 2016 12:51:58 PM
336	1939	Apr 12, 2016 12:53:58 PM
111	FORBES	Apr 12, 2016 13:00:15 PM
132	1938	Apr 12, 2016 13:00:42 PM
124	DODGEOSBORN	Apr 12, 2016 13:00:42 PM
125	DODGEOSBORN	Apr 12, 2016 13:00:54 PM
A337	FORBES	Apr 12, 2016 13:01:12 PM
231	CLAPP	Apr 12, 2016 13:02:29 PM
135	1927	Apr 12, 2016 13:02:58 PM
110	FORBES	Apr 12, 2016 13:03:11 PM
C215	WENDELL	Apr 12, 2016 13:09:25 PM
228	1939	Apr 12, 2016 13:16:01 PM
A231	FORBES	Apr 12, 2016 13:17:38 PM
132	GAUSS	Apr 12, 2016 13:18:24 PM
133	GAUSS	Apr 12, 2016 13:19:05 PM
207	FORBES	Apr 12, 2016 13:20:25 PM
A427	FORBES	Apr 12, 2016 13:21:10 PM
203	DODGEOSBORN	Apr 12, 2016 13:22:16 PM
A265	FORBES	Apr 12, 2016 13:27:40 PM
A331	FORBES	Apr 12, 2016 13:33:16 PM
328	WALKER	Apr 12, 2016 13:36:56 PM
333	WALKER	Apr 12, 2016 13:38:20 PM
208	FORBES	Apr 12, 2016 13:38:34 PM
A377	FORBES	Apr 12, 2016 13:40:31 PM
A431	FORBES	Apr 12, 2016 13:41:05 PM
A327	FORBES	Apr 12, 2016 13:41:46 PM
322	WALKER	Apr 12, 2016 13:49:12 PM
302	WALKER	Apr 12, 2016 13:53:37 PM
A232	FORBES	Apr 12, 2016 13:53:53 PM
305	WALKER	Apr 12, 2016 13:56:25 PM
A238	FORBES	Apr 12, 2016 13:59:34 PM
312	WALKER	Apr 12, 2016 14:02:50 PM
A234	FORBES	Apr 12, 2016 14:04:09 PM
A236	FORBES	Apr 12, 2016 14:04:15 PM
303	WALKER	Apr 12, 2016 14:10:04 PM
A338	FORBES	Apr 12, 2016 14:14:38 PM
A323	FORBES	Apr 12, 2016 14:24:45 PM
A131	FORBES	Apr 12, 2016 14:25:47 PM
A332	FORBES	Apr 12, 2016 14:32:08 PM
A132	FORBES	Apr 12, 2016 14:32:45 PM
A328	FORBES	Apr 12, 2016 14:32:53 PM
A371	FORBES	Apr 12, 2016 14:35:54 PM
A438	FORBES	Apr 12, 2016 14:48:10 PM
A428	FORBES	Apr 12, 2016 14:48:11 PM
A436	FORBES	Apr 12, 2016 14:49:07 PM
A434	FORBES	Apr 12, 2016 14:49:55 PM
A432	FORBES	Apr 12, 2016 14:52:32 PM
A336	FORBES	Apr 12, 2016 15:00:27 PM
A334	FORBES	Apr 12, 2016 15:01:07 PM
A424	FORBES	Apr 12, 2016 15:01:24 PM
A228	FORBES	Apr 12, 2016 15:03:45 PM
A137	FORBES	Apr 12, 2016 15:07:58 PM
